model	perturbation	language	task	probing_location	dev_acc	test_acc
mBERT	mBERT-emb	Ukrainian	gender_noun	first	50.34825870646766	45.67164179104477
mBERT	mBERT-emb	Ukrainian	gender_noun	last	76.46766169154229	77.81094527363184
mBERT	mBERT-emb	Ukrainian	number_adj	first	57.25	54.65
mBERT	mBERT-emb	Ukrainian	number_adj	last	99.0	98.05
mBERT	mBERT-emb	Ukrainian	number_verb	first	55.9	49.1
mBERT	mBERT-emb	Ukrainian	number_verb	last	92.1	91.25
mBERT	mBERT-emb	Ukrainian	tense_verb	first	44.726368159203986	39.60199004975124
mBERT	mBERT-emb	Ukrainian	tense_verb	last	83.88059701492537	78.00995024875623
mBERT	mBERT-emb	Urdu	case_noun	first	55.6	53.85
mBERT	mBERT-emb	Urdu	case_noun	last	61.2	50.95
mBERT	mBERT-emb	Urdu	case_propn	first	58.4	52.55
mBERT	mBERT-emb	Urdu	case_propn	last	56.4	61.1
mBERT	mBERT-emb	Urdu	gender_noun	first	65.95	70.75
mBERT	mBERT-emb	Urdu	gender_noun	last	75.2	73.0
mBERT	mBERT-emb	Urdu	number_noun	first	57.2	56.9
mBERT	mBERT-emb	Urdu	number_noun	last	93.95	85.5
mBERT	mBERT-nocontext	Afrikaans	number_noun	last	95.5	93.0
mBERT	mBERT-nocontext	Albanian	case_noun	last	55.50000000000001	56.49999999999999
mBERT	mBERT-nocontext	Albanian	case_propn	last	84.07960199004975	77.0
mBERT	mBERT-nocontext	Albanian	definite_noun	last	88.5	88.5
mBERT	mBERT-nocontext	Albanian	gender_noun	last	87.0	84.0
mBERT	mBERT-nocontext	Albanian	gender_propn	last	88.5	81.5
mBERT	mBERT-nocontext	Albanian	number_noun	last	89.5	88.0
mBERT	mBERT-nocontext	Albanian	number_verb	last	92.0	89.0
mBERT	mBERT-nocontext	Arabic	aspect_verb	first	93.5	92.5
mBERT	mBERT-nocontext	Arabic	case_adj	first	58.70646766169154	48.75621890547263
mBERT	mBERT-nocontext	Arabic	case_noun	first	48.258706467661696	39.30348258706467
mBERT	mBERT-nocontext	Arabic	definite_noun	first	80.59701492537313	71.64179104477611
mBERT	mBERT-nocontext	Arabic	gender_adj	last	98.5	97.0
mBERT	mBERT-nocontext	Arabic	gender_verb	last	95.5	92.5
mBERT	mBERT-nocontext	Armenian	animacy_noun	last	88.5	82.0
mBERT	mBERT-nocontext	Armenian	definite_noun	last	98.5	98.5
mBERT	mBERT-nocontext	Armenian	subcat_verb	last	82.5	69.5
mBERT	mBERT-nocontext	Basque	case_noun	last	93.77990430622009	89.47368421052632
mBERT	mBERT-nocontext	Basque	definite_noun	last	82.5	86.0
mBERT	mBERT-nocontext	Basque	number_noun	last	87.0	88.5
mBERT	mBERT-nocontext	Bulgarian	aspect_verb	last	89.0	83.5
mBERT	mBERT-nocontext	Bulgarian	definite_adj	last	99.5	98.5
mBERT	mBERT-nocontext	Bulgarian	definite_noun	last	96.5	96.5
mBERT	mBERT-nocontext	Bulgarian	gender_adj	last	100.0	100.0
mBERT	mBERT-nocontext	Bulgarian	gender_noun	last	88.05970149253731	88.55721393034825
mBERT	mBERT-nocontext	Bulgarian	number_adj	last	99.5	98.0
mBERT	mBERT-nocontext	Bulgarian	number_verb	last	97.5	97.0
mBERT	mBERT-nocontext	Bulgarian	person_verb	last	92.5	92.53731343283582
mBERT	mBERT-nocontext	Bulgarian	tense_verb	last	84.0	83.5820895522388
mBERT	mBERT-nocontext	Bulgarian	verbform_verb	last	97.5	97.5
mBERT	mBERT-nocontext	Bulgarian	voice_verb	last	99.0	97.5
mBERT	mBERT-nocontext	Catalan	gender_adj	last	100.0	100.0
mBERT	mBERT-nocontext	Catalan	gender_noun	last	93.0	92.0
mBERT	mBERT-nocontext	Catalan	mood_verb	last	99.0	98.5
mBERT	mBERT-nocontext	Catalan	number_adj	last	100.0	99.5
mBERT	mBERT-nocontext	Catalan	number_noun	last	99.5	98.0
mBERT	mBERT-nocontext	Catalan	number_verb	last	99.5	98.5
mBERT	mBERT-nocontext	Catalan	tense_verb	last	95.5	94.5
mBERT	mBERT-nocontext	Catalan	verbform_verb	last	99.00990099009901	99.009900990099
mBERT	mBERT-nocontext	Croatian	case_adj	last	67.0	65.34653465346535
mBERT	mBERT-nocontext	Croatian	case_noun	last	66.50246305418719	66.66666666666666
mBERT	mBERT-nocontext	Croatian	definite_adj	last	98.0	97.0
mBERT	mBERT-nocontext	Croatian	gender_adj	last	71.64179104477611	72.13930348258707
mBERT	mBERT-nocontext	Croatian	gender_noun	last	82.58706467661692	77.61194029850746
mBERT	mBERT-nocontext	Croatian	number_adj	last	84.5	86.0
mBERT	mBERT-nocontext	Croatian	number_noun	last	84.5	86.5
mBERT	mBERT-nocontext	Croatian	number_verb	last	97.5	96.5
mBERT	mBERT-nocontext	Croatian	tense_verb	last	100.0	97.0
mBERT	mBERT-nocontext	Croatian	verbform_verb	last	99.00497512437812	98.50746268656717
mBERT	mBERT-nocontext	Czech	animacy_adj	last	71.0	63.5
mBERT	mBERT-nocontext	Czech	animacy_noun	last	88.0	74.5
mBERT	mBERT-nocontext	Czech	animacy_propn	last	80.5	76.0
mBERT	mBERT-nocontext	Czech	animacy_verb	last	91.5	94.0
mBERT	mBERT-nocontext	Czech	aspect_adj	last	92.0	89.5
mBERT	mBERT-nocontext	Czech	aspect_verb	last	84.0	83.5
mBERT	mBERT-nocontext	Czech	case_adj	last	68.13725490196079	61.274509803921575
mBERT	mBERT-nocontext	Czech	case_propn	last	68.13725490196079	63.725490196078425
mBERT	mBERT-nocontext	Czech	degree_adj	last	99.5	96.0
mBERT	mBERT-nocontext	Czech	gender_adj	last	62.189054726368155	60.69651741293532
mBERT	mBERT-nocontext	Czech	gender_noun	last	73.6318407960199	70.64676616915423
mBERT	mBERT-nocontext	Czech	gender_propn	last	74.12935323383084	72.13930348258707
mBERT	mBERT-nocontext	Czech	gender_verb	last	89.05472636815921	83.5820895522388
mBERT	mBERT-nocontext	Czech	mood_verb	last	98.5	97.0
mBERT	mBERT-nocontext	Czech	nametype_propn	first	48.76847290640394	49.5
mBERT	mBERT-nocontext	Czech	number_adj	last	81.5	89.0
mBERT	mBERT-nocontext	Czech	number_noun	last	85.5	81.0
mBERT	mBERT-nocontext	Czech	number_propn	last	89.5	85.0
mBERT	mBERT-nocontext	Czech	number_verb	last	90.5	89.0
mBERT	mBERT-nocontext	Czech	person_verb	last	99.50248756218906	97.01492537313432
mBERT	mBERT-nocontext	Czech	polarity_adj	first	99.5	96.5
mBERT	mBERT-nocontext	Czech	polarity_verb	first	99.5	100.0
mBERT	mBERT-nocontext	Czech	voice_adj	last	100.0	99.5
mBERT	mBERT-nocontext	Danish	definite_noun	last	98.5	97.5
mBERT	mBERT-nocontext	Danish	gender_noun	last	85.5	81.5
mBERT	mBERT-nocontext	Danish	number_noun	last	87.0	87.5
mBERT	mBERT-nocontext	Danish	tense_verb	last	99.5	96.5
mBERT	mBERT-nocontext	Danish	verbform_verb	last	84.07960199004975	89.05472636815921
mBERT	mBERT-nocontext	Dutch	gender_noun	last	85.5	90.0
mBERT	mBERT-nocontext	Dutch	gender_propn	last	71.0	69.0
mBERT	mBERT-nocontext	Dutch	number_noun	last	99.0	97.5
mBERT	mBERT-nocontext	Dutch	verbform_verb	last	85.07462686567165	88.05970149253731
mBERT	mBERT-nocontext	English	number_noun	last	99.0	97.0
mBERT	mBERT-nocontext	English	tense_verb	last	99.0	97.5
mBERT	mBERT-nocontext	English	verbform_verb	last	74.0	74.0
mBERT	mBERT-nocontext	Estonian	case_adj	last	97.5	93.0
mBERT	mBERT-nocontext	Estonian	case_noun	last	88.09523809523809	88.09523809523809
mBERT	mBERT-nocontext	Estonian	number_adj	last	94.5	94.5
mBERT	mBERT-nocontext	Estonian	number_noun	last	94.0	93.5
mBERT	mBERT-nocontext	Estonian	number_verb	last	98.0	98.0
mBERT	mBERT-nocontext	Estonian	person_verb	last	97.51243781094527	96.0
mBERT	mBERT-nocontext	Estonian	tense_adj	last	99.5	96.5
mBERT	mBERT-nocontext	Estonian	tense_verb	last	92.5	89.5
mBERT	mBERT-nocontext	Estonian	verbform_verb	last	96.0	97.52475247524752
mBERT	mBERT-nocontext	Estonian	voice_adj	last	98.5	92.0
mBERT	mBERT-nocontext	Estonian	voice_verb	last	91.5	94.5
mBERT	mBERT-nocontext	Finnish	case_adj	last	89.90384615384616	89.47368421052632
mBERT	mBERT-nocontext	Finnish	case_noun	last	88.88888888888889	89.55223880597015
mBERT	mBERT-nocontext	Finnish	case_propn	last	92.57425742574257	94.0
mBERT	mBERT-nocontext	Finnish	case_verb	last	89.04761904761904	89.52380952380953
mBERT	mBERT-nocontext	Finnish	degree_adj	last	86.5	85.07462686567165
mBERT	mBERT-nocontext	Finnish	derivation_adj	last	91.0	92.5
mBERT	mBERT-nocontext	Finnish	derivation_noun	last	96.03960396039604	96.5
mBERT	mBERT-nocontext	Finnish	infform_verb	last	97.5	94.02985074626866
mBERT	mBERT-nocontext	Finnish	mood_verb	last	85.07462686567165	88.05970149253731
mBERT	mBERT-nocontext	Finnish	number_adj	last	95.0	94.0
mBERT	mBERT-nocontext	Finnish	number_noun	last	85.5	93.0
mBERT	mBERT-nocontext	Finnish	number_verb	last	91.0	92.5
mBERT	mBERT-nocontext	Finnish	partform_verb	last	97.01492537313433	97.01492537313432
mBERT	mBERT-nocontext	Finnish	tense_verb	last	95.0	90.5
mBERT	mBERT-nocontext	Finnish	verbform_verb	last	83.08457711442786	81.09452736318407
mBERT	mBERT-nocontext	Finnish	voice_verb	last	90.5	87.5
mBERT	mBERT-nocontext	French	gender_adj	last	85.0	86.5
mBERT	mBERT-nocontext	French	gender_noun	last	86.5	92.5
mBERT	mBERT-nocontext	French	gender_verb	last	100.0	99.0
mBERT	mBERT-nocontext	French	number_adj	last	99.5	96.0
mBERT	mBERT-nocontext	French	number_noun	last	94.0	98.0
mBERT	mBERT-nocontext	French	number_verb	last	99.0	98.5
mBERT	mBERT-nocontext	French	tense_verb	last	90.5	91.5841584158416
mBERT	mBERT-nocontext	French	verbform_verb	last	99.00497512437812	95.02487562189056
mBERT	mBERT-nocontext	German	case_adj	last	50.0	51.5
mBERT	mBERT-nocontext	German	case_noun	last	49.0	44.5
mBERT	mBERT-nocontext	German	case_propn	last	45.5	47.5
mBERT	mBERT-nocontext	German	gender_adj	last	58.5	53.233830845771145
mBERT	mBERT-nocontext	German	gender_noun	last	75.12437810945273	73.6318407960199
mBERT	mBERT-nocontext	German	gender_propn	last	64.0	61.19402985074627
mBERT	mBERT-nocontext	German	number_adj	last	66.0	60.5
mBERT	mBERT-nocontext	German	number_noun	last	88.5	87.5
mBERT	mBERT-nocontext	German	number_verb	last	97.5	100.0
mBERT	mBERT-nocontext	German	tense_verb	last	90.0	85.0
mBERT	mBERT-nocontext	German	verbform_verb	last	89.5	82.08955223880598
mBERT	mBERT-nocontext	Greek	aspect_verb	last	94.5	90.5
mBERT	mBERT-nocontext	Greek	case_noun	last	75.62189054726367	70.64676616915423
mBERT	mBERT-nocontext	Greek	gender_noun	last	90.54726368159204	86.56716417910447
mBERT	mBERT-nocontext	Greek	number_noun	last	97.5	96.0
mBERT	mBERT-nocontext	Greek	voice_verb	last	98.0	95.5
mBERT	mBERT-nocontext	Hebrew	gender_noun	last	97.0	95.0
mBERT	mBERT-nocontext	Hebrew	gender_verb	last	84.5	76.5
mBERT	mBERT-nocontext	Hebrew	hebbinyan_verb	first	77.11442786069652	76.35467980295566
mBERT	mBERT-nocontext	Hebrew	number_noun	last	97.0	97.5
mBERT	mBERT-nocontext	Hebrew	number_verb	first	92.0	93.0
mBERT	mBERT-nocontext	Hindi	case_adj	last	65.0	65.0
mBERT	mBERT-nocontext	Hindi	case_noun	last	70.0	64.0
mBERT	mBERT-nocontext	Hindi	case_propn	last	54.50000000000001	53.0
mBERT	mBERT-nocontext	Hindi	gender_noun	last	78.5	82.5
mBERT	mBERT-nocontext	Hindi	gender_propn	last	73.5	67.5
mBERT	mBERT-nocontext	Hindi	number_noun	last	85.5	87.0
mBERT	mBERT-nocontext	Hungarian	number[psor]_noun	last	96.5	90.0
mBERT	mBERT-nocontext	Hungarian	number_noun	last	98.0	92.5
mBERT	mBERT-nocontext	Hungarian	person[psor]_noun	last	96.0	89.5
mBERT	mBERT-nocontext	Italian	gender_adj	last	100.0	90.5
mBERT	mBERT-nocontext	Italian	gender_noun	last	93.5	90.0
mBERT	mBERT-nocontext	Italian	number_adj	last	95.0	93.5
mBERT	mBERT-nocontext	Italian	number_noun	last	96.0	94.5
mBERT	mBERT-nocontext	Italian	number_verb	last	92.0	95.0
mBERT	mBERT-nocontext	Italian	person_verb	last	89.0	85.5
mBERT	mBERT-nocontext	Italian	tense_verb	last	88.0	84.5
mBERT	mBERT-nocontext	Italian	verbform_verb	last	95.0	95.0
mBERT	mBERT-nocontext	Latin	aspect_verb	last	99.0	98.5
mBERT	mBERT-nocontext	Latin	case_verb	last	76.11940298507463	70.79207920792079
mBERT	mBERT-nocontext	Latin	gender_adj	last	69.15422885572139	71.64179104477611
mBERT	mBERT-nocontext	Latin	gender_noun	last	72.636815920398	73.13432835820896
mBERT	mBERT-nocontext	Latin	gender_verb	last	73.13432835820896	69.65174129353234
mBERT	mBERT-nocontext	Latin	mood_verb	last	86.56716417910447	76.5
mBERT	mBERT-nocontext	Latin	number_adj	last	83.0	84.5
mBERT	mBERT-nocontext	Latin	number_noun	last	84.5	73.5
mBERT	mBERT-nocontext	Latin	number_verb	last	92.5	88.0
mBERT	mBERT-nocontext	Latin	person_verb	last	99.50248756218906	97.01492537313432
mBERT	mBERT-nocontext	Latin	tense_verb	last	77.72277227722772	66.66666666666666
mBERT	mBERT-nocontext	Latin	verbform_verb	last	89.55223880597015	83.08457711442786
mBERT	mBERT-nocontext	Latin	voice_verb	last	93.0	90.5
mBERT	mBERT-nocontext	Latvian	case_adj	last	76.0	77.0
mBERT	mBERT-nocontext	Latvian	case_noun	last	87.5	82.5
mBERT	mBERT-nocontext	Latvian	case_propn	last	85.5	87.0
mBERT	mBERT-nocontext	Latvian	definite_adj	last	93.5	89.5
mBERT	mBERT-nocontext	Latvian	definite_verb	last	95.5	96.0
mBERT	mBERT-nocontext	Latvian	gender_adj	last	82.5	83.0
mBERT	mBERT-nocontext	Latvian	gender_noun	last	81.5	82.5
mBERT	mBERT-nocontext	Latvian	gender_propn	last	83.5	79.0
mBERT	mBERT-nocontext	Latvian	gender_verb	last	92.0	93.0
mBERT	mBERT-nocontext	Latvian	number_adj	last	90.0	90.0
mBERT	mBERT-nocontext	Latvian	number_verb	last	90.5	89.5
mBERT	mBERT-nocontext	Latvian	person_verb	last	91.54228855721394	85.57213930348259
mBERT	mBERT-nocontext	Latvian	polarity_verb	first	100.0	98.5
mBERT	mBERT-nocontext	Latvian	tense_verb	last	85.07462686567165	79.60199004975125
mBERT	mBERT-nocontext	Latvian	verbform_verb	last	87.5	86.0
mBERT	mBERT-nocontext	Latvian	voice_verb	last	89.0	92.5
mBERT	mBERT-nocontext	Lithuanian	case_noun	last	85.7843137254902	85.29411764705883
mBERT	mBERT-nocontext	Lithuanian	gender_noun	last	85.5	83.0
mBERT	mBERT-nocontext	Lithuanian	number_noun	last	87.0	90.5
mBERT	mBERT-nocontext	Lithuanian	number_verb	last	74.5	79.5
mBERT	mBERT-nocontext	Norwegian_Bokmal	definite_adj	last	98.5	96.5
mBERT	mBERT-nocontext	Norwegian_Bokmal	definite_noun	last	99.0	99.0
mBERT	mBERT-nocontext	Norwegian_Bokmal	gender_noun	last	74.6268656716418	75.12437810945273
mBERT	mBERT-nocontext	Norwegian_Bokmal	number_adj	last	84.0	84.0
mBERT	mBERT-nocontext	Norwegian_Bokmal	number_noun	last	92.5	91.5
mBERT	mBERT-nocontext	Norwegian_Bokmal	tense_verb	last	99.0	98.0
mBERT	mBERT-nocontext	Norwegian_Bokmal	verbform_verb	last	91.54228855721394	89.55223880597015
mBERT	mBERT-nocontext	Norwegian_Nynorsk	definite_adj	last	95.0	94.5
mBERT	mBERT-nocontext	Norwegian_Nynorsk	definite_noun	last	99.5	98.5
mBERT	mBERT-nocontext	Norwegian_Nynorsk	gender_noun	last	85.07462686567165	80.59701492537313
mBERT	mBERT-nocontext	Norwegian_Nynorsk	number_adj	last	92.0	87.0
mBERT	mBERT-nocontext	Norwegian_Nynorsk	number_noun	last	82.5	84.0
mBERT	mBERT-nocontext	Norwegian_Nynorsk	tense_verb	last	95.5	94.0
mBERT	mBERT-nocontext	Norwegian_Nynorsk	verbform_verb	last	80.0	77.11442786069652
mBERT	mBERT-nocontext	Persian	number_noun	last	92.0	93.0
mBERT	mBERT-nocontext	Polish	animacy_adj	last	65.0	77.5
mBERT	mBERT-nocontext	Polish	animacy_noun	last	75.0	73.13432835820896
mBERT	mBERT-nocontext	Polish	aspect_adj	first	93.0	91.5
mBERT	mBERT-nocontext	Polish	aspect_verb	last	84.5	83.5
mBERT	mBERT-nocontext	Polish	case_adj	last	71.0	60.5
mBERT	mBERT-nocontext	Polish	case_propn	last	68.8118811881188	63.5
mBERT	mBERT-nocontext	Polish	gender_adj	last	71.14427860696517	73.6318407960199
mBERT	mBERT-nocontext	Polish	gender_noun	last	78.60696517412936	80.59701492537313
mBERT	mBERT-nocontext	Polish	gender_propn	last	64.17910447761194	61.5
mBERT	mBERT-nocontext	Polish	gender_verb	last	92.53731343283582	93.03482587064677
mBERT	mBERT-nocontext	Polish	mood_verb	last	98.0	96.5
mBERT	mBERT-nocontext	Polish	number_adj	last	95.0	89.5
mBERT	mBERT-nocontext	Polish	number_noun	last	86.5	85.0
mBERT	mBERT-nocontext	Polish	number_verb	last	99.0	98.5
mBERT	mBERT-nocontext	Polish	person_verb	last	99.00497512437812	99.0
mBERT	mBERT-nocontext	Polish	subgender_adj	last	75.5	68.0
mBERT	mBERT-nocontext	Polish	tense_verb	last	82.58706467661692	84.0
mBERT	mBERT-nocontext	Polish	verbform_verb	last	87.0	89.10891089108911
mBERT	mBERT-nocontext	Polish	voice_adj	last	100.0	99.0
mBERT	mBERT-nocontext	Portuguese	gender_noun	last	91.0	93.5
mBERT	mBERT-nocontext	Portuguese	gender_propn	first	79.5	64.5
mBERT	mBERT-nocontext	Portuguese	number_noun	last	100.0	98.5
mBERT	mBERT-nocontext	Portuguese	number_verb	last	99.5	99.5
mBERT	mBERT-nocontext	Romanian	definite_noun	last	96.0	91.0
mBERT	mBERT-nocontext	Romanian	gender_adj	last	98.5	96.0
mBERT	mBERT-nocontext	Romanian	gender_noun	last	94.5	91.0
mBERT	mBERT-nocontext	Romanian	mood_verb	last	78.60696517412936	77.61194029850746
mBERT	mBERT-nocontext	Romanian	number_adj	last	94.0	95.5
mBERT	mBERT-nocontext	Romanian	number_noun	last	96.0	92.5
mBERT	mBERT-nocontext	Romanian	number_verb	last	93.0	85.5
mBERT	mBERT-nocontext	Romanian	person_verb	last	86.5	80.59701492537313
mBERT	mBERT-nocontext	Romanian	tense_verb	last	90.0990099009901	82.0
mBERT	mBERT-nocontext	Romanian	verbform_verb	last	88.5	84.5
mBERT	mBERT-nocontext	Russian	animacy_adj	last	76.5	77.5
mBERT	mBERT-nocontext	Russian	animacy_noun	last	84.0	80.0
mBERT	mBERT-nocontext	Russian	animacy_propn	last	80.0	82.0
mBERT	mBERT-nocontext	Russian	aspect_verb	last	86.5	81.0
mBERT	mBERT-nocontext	Russian	case_adj	last	69.11764705882352	69.11764705882352
mBERT	mBERT-nocontext	Russian	case_noun	last	79.41176470588235	71.56862745098039
mBERT	mBERT-nocontext	Russian	case_propn	last	62.254901960784316	65.19607843137256
mBERT	mBERT-nocontext	Russian	case_verb	last	71.56862745098039	69.11764705882352
mBERT	mBERT-nocontext	Russian	gender_adj	last	87.56218905472637	83.08457711442786
mBERT	mBERT-nocontext	Russian	gender_noun	last	83.08457711442786	84.5771144278607
mBERT	mBERT-nocontext	Russian	gender_propn	last	72.13930348258707	63.18407960199005
mBERT	mBERT-nocontext	Russian	gender_verb	last	97.01492537313433	92.03980099502488
mBERT	mBERT-nocontext	Russian	mood_verb	last	95.5	94.5
mBERT	mBERT-nocontext	Russian	number_adj	last	98.0	95.0
mBERT	mBERT-nocontext	Russian	number_noun	last	94.0	90.5
mBERT	mBERT-nocontext	Russian	number_verb	last	97.5	97.5
mBERT	mBERT-nocontext	Russian	person_verb	last	100.0	98.50746268656717
mBERT	mBERT-nocontext	Russian	tense_verb	last	91.54228855721394	88.05970149253731
mBERT	mBERT-nocontext	Russian	verbform_verb	last	99.5	97.5
mBERT	mBERT-nocontext	Russian	voice_verb	last	95.02487562189054	89.55223880597015
mBERT	mBERT-nocontext	Serbian	case_noun	last	68.4729064039409	68.65671641791045
mBERT	mBERT-nocontext	Serbian	gender_adj	last	72.636815920398	72.13930348258707
mBERT	mBERT-nocontext	Serbian	gender_noun	last	79.60199004975125	77.11442786069652
mBERT	mBERT-nocontext	Serbian	number_adj	last	82.5	92.0
mBERT	mBERT-nocontext	Serbian	number_noun	last	78.5	82.5
mBERT	mBERT-nocontext	Serbian	number_verb	last	94.5	95.0
mBERT	mBERT-nocontext	Slovak	animacy_adj	last	67.5	66.0
mBERT	mBERT-nocontext	Slovak	animacy_noun	last	89.5	92.5
mBERT	mBERT-nocontext	Slovak	aspect_verb	last	82.5	84.0
mBERT	mBERT-nocontext	Slovak	case_noun	last	63.23529411764706	72.05882352941177
mBERT	mBERT-nocontext	Slovak	gender_adj	last	75.12437810945273	74.12935323383084
mBERT	mBERT-nocontext	Slovak	gender_noun	last	83.08457711442786	80.59701492537313
mBERT	mBERT-nocontext	Slovak	gender_verb	last	88.05970149253731	85.0
mBERT	mBERT-nocontext	Slovak	number_adj	last	89.0	91.5
mBERT	mBERT-nocontext	Slovak	number_noun	last	82.5	86.0
mBERT	mBERT-nocontext	Slovak	number_verb	last	98.5	98.0
mBERT	mBERT-nocontext	Slovak	tense_verb	last	99.5	100.0
mBERT	mBERT-nocontext	Slovak	verbform_verb	last	99.50248756218906	100.0
mBERT	mBERT-nocontext	Slovenian	aspect_verb	last	79.0	81.0
mBERT	mBERT-nocontext	Slovenian	case_adj	last	67.66169154228857	68.65671641791045
mBERT	mBERT-nocontext	Slovenian	case_noun	last	60.29411764705882	60.78431372549019
mBERT	mBERT-nocontext	Slovenian	gender_adj	last	60.69651741293532	62.189054726368155
mBERT	mBERT-nocontext	Slovenian	gender_noun	last	84.07960199004975	77.61194029850746
mBERT	mBERT-nocontext	Slovenian	number_adj	last	85.0	82.5
mBERT	mBERT-nocontext	Slovenian	person_verb	last	97.5	91.54228855721394
mBERT	mBERT-nocontext	Slovenian	verbform_verb	last	99.00497512437812	97.51243781094529
mBERT	mBERT-nocontext	Spanish	gender_adj	last	100.0	91.5
mBERT	mBERT-nocontext	Spanish	gender_noun	last	96.0	91.5
mBERT	mBERT-nocontext	Spanish	number_adj	last	100.0	100.0
mBERT	mBERT-nocontext	Spanish	number_noun	last	98.5	98.0
mBERT	mBERT-nocontext	Spanish	number_verb	last	99.5	99.5
mBERT	mBERT-nocontext	Spanish	tense_verb	last	97.0	87.5
mBERT	mBERT-nocontext	Spanish	verbform_verb	last	95.0	96.0
mBERT	mBERT-nocontext	Swedish	case_noun	last	99.5	97.0
mBERT	mBERT-nocontext	Swedish	definite_adj	last	87.5	89.0
mBERT	mBERT-nocontext	Swedish	definite_noun	last	95.5	96.0
mBERT	mBERT-nocontext	Swedish	gender_noun	last	87.0	79.5
mBERT	mBERT-nocontext	Swedish	number_adj	last	85.0	80.0
mBERT	mBERT-nocontext	Swedish	number_noun	last	85.0	85.0
mBERT	mBERT-nocontext	Swedish	tense_verb	last	99.5	98.0
mBERT	mBERT-nocontext	Swedish	voice_verb	last	91.5	95.0
mBERT	mBERT-nocontext	Turkish	aspect_verb	last	94.5273631840796	91.04477611940298
mBERT	mBERT-nocontext	Turkish	case_noun	last	93.10344827586206	91.62561576354679
mBERT	mBERT-nocontext	Turkish	number_noun	last	95.5	96.0
mBERT	mBERT-nocontext	Turkish	number_verb	last	96.0	96.5
mBERT	mBERT-nocontext	Turkish	person_verb	last	94.02985074626866	95.5
mBERT	mBERT-nocontext	Turkish	polarity_verb	last	88.5	87.5
mBERT	mBERT-nocontext	Turkish	verbform_verb	last	95.52238805970148	94.02985074626866
mBERT	mBERT-nocontext	Ukrainian	animacy_noun	last	88.5	87.5
mBERT	mBERT-nocontext	Ukrainian	aspect_verb	last	88.0	86.5
mBERT	mBERT-nocontext	Ukrainian	case_adj	last	80.0	80.0
mBERT	mBERT-nocontext	Ukrainian	case_noun	last	75.36945812807882	74.50980392156863
mBERT	mBERT-nocontext	Ukrainian	gender_adj	last	82.58706467661692	83.5820895522388
mBERT	mBERT-nocontext	Ukrainian	gender_noun	last	83.08457711442786	85.07462686567165
mBERT	mBERT-nocontext	Ukrainian	number_adj	last	98.0	99.5
mBERT	mBERT-nocontext	Ukrainian	number_verb	last	98.0	96.5
mBERT	mBERT-nocontext	Ukrainian	tense_verb	last	93.03482587064677	86.56716417910447
mBERT	mBERT-nocontext	Urdu	case_noun	last	60.5	54.0
mBERT	mBERT-nocontext	Urdu	case_propn	last	63.5	64.0
mBERT	mBERT-nocontext	Urdu	gender_noun	last	75.0	73.5
mBERT	mBERT-nocontext	Urdu	number_noun	last	93.0	90.5
mBERT	mBERT-rand-char	Afrikaans	number_noun	last	88.5	51.5
mBERT	mBERT-rand-char	Albanian	case_noun	last	51.0	52.0
mBERT	mBERT-rand-char	Albanian	case_propn	last	81.09452736318407	34.0
mBERT	mBERT-rand-char	Albanian	definite_noun	last	74.0	56.99999999999999
mBERT	mBERT-rand-char	Albanian	gender_noun	last	73.5	52.0
mBERT	mBERT-rand-char	Albanian	gender_propn	last	85.5	61.5
mBERT	mBERT-rand-char	Albanian	number_noun	last	84.5	79.5
mBERT	mBERT-rand-char	Albanian	number_verb	last	78.0	78.0
mBERT	mBERT-rand-char	Arabic	aspect_verb	first	91.5	88.0
mBERT	mBERT-rand-char	Arabic	case_adj	first	48.756218905472636	28.855721393034827
mBERT	mBERT-rand-char	Arabic	case_noun	first	53.73134328358209	40.29850746268656
mBERT	mBERT-rand-char	Arabic	definite_noun	first	64.6766169154229	62.189054726368155
mBERT	mBERT-rand-char	Arabic	gender_adj	last	97.5	97.0
mBERT	mBERT-rand-char	Arabic	gender_verb	last	72.5	49.5
mBERT	mBERT-rand-char	Armenian	animacy_noun	last	66.5	50.5
mBERT	mBERT-rand-char	Armenian	definite_noun	last	94.0	95.0
mBERT	mBERT-rand-char	Armenian	subcat_verb	last	63.0	52.0
mBERT	mBERT-rand-char	Basque	case_noun	last	55.50239234449761	11.961722488038271
mBERT	mBERT-rand-char	Basque	definite_noun	last	68.0	63.0
mBERT	mBERT-rand-char	Basque	number_noun	last	73.0	43.5
mBERT	mBERT-rand-char	Bulgarian	aspect_verb	last	66.0	62.0
mBERT	mBERT-rand-char	Bulgarian	definite_adj	last	81.5	81.0
mBERT	mBERT-rand-char	Bulgarian	definite_noun	last	75.5	70.0
mBERT	mBERT-rand-char	Bulgarian	gender_adj	last	99.50248756218906	31.343283582089548
mBERT	mBERT-rand-char	Bulgarian	gender_noun	last	67.16417910447761	65.67164179104478
mBERT	mBERT-rand-char	Bulgarian	number_adj	last	99.0	98.0
mBERT	mBERT-rand-char	Bulgarian	number_verb	last	71.5	77.0
mBERT	mBERT-rand-char	Bulgarian	person_verb	last	80.5	83.5820895522388
mBERT	mBERT-rand-char	Bulgarian	tense_verb	last	61.0	36.318407960199
mBERT	mBERT-rand-char	Bulgarian	verbform_verb	last	81.0	45.0
mBERT	mBERT-rand-char	Bulgarian	voice_verb	last	82.5	72.0
